id,ensembl_gene,symbol,entrez_id,transcript_type
ENST00000380013,ENSG00000168769,TET2,54790,protein_coding
ENST00000265149,ENSG00000168769,TET2,54790,nonsense_mediated_decay
ENST00000504042,ENSG00000168769,TET2,54790,processed_transcript
ENST00000413648,ENSG00000168769,TET2,54790,protein_coding
ENST00000394764,ENSG00000168769,TET2,54790,protein_coding
ENST00000505801,ENSG00000168769,TET2,54790,retained_intron
ENST00000514870,ENSG00000168769,TET2,54790,protein_coding
ENST00000504304,ENSG00000168743,NPNT,255743,protein_coding
ENST00000379987,ENSG00000168743,NPNT,255743,protein_coding
ENST00000453617,ENSG00000168743,NPNT,255743,protein_coding
ENST00000427316,ENSG00000168743,NPNT,255743,protein_coding
ENST00000514622,ENSG00000168743,NPNT,255743,protein_coding
ENST00000305572,ENSG00000168743,NPNT,255743,protein_coding
ENST00000506666,ENSG00000168743,NPNT,255743,protein_coding
ENST00000503451,ENSG00000168743,NPNT,255743,protein_coding
ENST00000514837,ENSG00000168743,NPNT,255743,protein_coding
ENST00000513430,ENSG00000168743,NPNT,255743,processed_transcript
ENST00000506056,ENSG00000168743,NPNT,255743,retained_intron
ENST00000511518,ENSG00000168743,NPNT,255743,retained_intron
ENST00000505821,ENSG00000168743,NPNT,255743,processed_transcript
ENST00000514632,ENSG00000168743,NPNT,255743,retained_intron
ENST00000504787,ENSG00000168743,NPNT,255743,protein_coding
ENST00000505917,ENSG00000168743,NPNT,255743,protein_coding
ENST00000394631,ENSG00000109534,GAR1,54433,protein_coding
ENST00000226796,ENSG00000109534,GAR1,54433,protein_coding
ENST00000506840,ENSG00000109534,GAR1,54433,retained_intron
ENST00000503671,ENSG00000109534,GAR1,54433,retained_intron
ENST00000514665,ENSG00000145390,USP53,54532,retained_intron
ENST00000274030,ENSG00000145390,USP53,54532,protein_coding
ENST00000507597,ENSG00000145390,USP53,54532,processed_transcript
ENST00000514305,ENSG00000145390,USP53,54532,processed_transcript
ENST00000510737,ENSG00000145390,USP53,54532,processed_transcript
ENST00000450251,ENSG00000145390,USP53,54532,protein_coding
ENST00000509769,ENSG00000145390,USP53,54532,nonsense_mediated_decay
ENST00000507906,ENSG00000145390,USP53,54532,nonsense_mediated_decay
ENST00000510852,ENSG00000145390,USP53,54532,retained_intron
ENST00000264811,ENSG00000138741,TRPC3,7222,protein_coding
ENST00000379645,ENSG00000138741,TRPC3,7222,protein_coding
ENST00000506449,ENSG00000138741,TRPC3,7222,nonsense_mediated_decay
ENST00000513531,ENSG00000138741,TRPC3,7222,protein_coding
ENST00000502968,ENSG00000138741,TRPC3,7222,protein_coding
ENST00000358556,ENSG00000151617,EDNRA,1909,protein_coding
ENST00000511804,ENSG00000151617,EDNRA,1909,protein_coding
ENST00000324300,ENSG00000151617,EDNRA,1909,protein_coding
ENST00000510697,ENSG00000151617,EDNRA,1909,nonsense_mediated_decay
ENST00000506066,ENSG00000151617,EDNRA,1909,protein_coding
ENST00000514245,ENSG00000151617,EDNRA,1909,processed_transcript
ENST00000503721,ENSG00000151617,EDNRA,1909,processed_transcript
ENST00000433477,ENSG00000256043,CTSO,1519,protein_coding
ENST00000264428,ENSG00000109738,GLRB,2743,protein_coding
ENST00000541722,ENSG00000109738,GLRB,2743,protein_coding
ENST00000515642,ENSG00000109738,GLRB,2743,nonsense_mediated_decay
ENST00000512619,ENSG00000109738,GLRB,2743,protein_coding
ENST00000506411,ENSG00000109738,GLRB,2743,nonsense_mediated_decay
ENST00000509282,ENSG00000109738,GLRB,2743,protein_coding
ENST00000510970,ENSG00000109738,GLRB,2743,retained_intron
ENST00000284637,ENSG00000154447,SH3RF1,57630,protein_coding
ENST00000511421,ENSG00000154447,SH3RF1,57630,nonsense_mediated_decay
ENST00000508685,ENSG00000154447,SH3RF1,57630,processed_transcript
ENST00000502315,ENSG00000154447,SH3RF1,57630,protein_coding
ENST00000510806,ENSG00000154447,SH3RF1,57630,protein_coding
ENST00000503362,ENSG00000129128,SPCS3,60559,protein_coding
ENST00000507678,ENSG00000129128,SPCS3,60559,retained_intron
ENST00000513139,ENSG00000129128,SPCS3,60559,retained_intron
ENST00000507001,ENSG00000129128,SPCS3,60559,processed_transcript
ENST00000296741,ENSG00000164303,ENPP6,133121,protein_coding
ENST00000510054,ENSG00000164303,ENPP6,133121,retained_intron
ENST00000512353,ENSG00000164303,ENPP6,133121,protein_coding
ENST00000505644,ENSG00000164303,ENPP6,133121,retained_intron
ENST00000284776,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000448662,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000418609,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000437304,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000319471,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000449407,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000355634,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000393528,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000478461,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000319454,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000498125,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000480146,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000451974,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000438278,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000487184,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000445625,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000487836,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000495932,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000490562,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000492104,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000490779,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000492810,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000476311,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000466289,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000485380,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000470685,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000494140,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000445343,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000439914,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000444771,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000430503,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000450341,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000445115,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000457247,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000456596,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000425679,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000439049,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000451958,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000444781,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000414724,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000419063,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000393523,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000420158,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000421639,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000493709,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000457934,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000431902,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000435480,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000415274,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000432655,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000451701,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000428330,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000421420,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000464975,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000464819,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000478249,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000452351,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000429056,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000463104,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000456060,ENSG00000154556,SORBS2,8470,protein_coding
ENST00000476878,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000462661,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000469627,ENSG00000154556,SORBS2,8470,retained_intron
ENST00000488562,ENSG00000154556,SORBS2,8470,processed_transcript
ENST00000328278,ENSG00000185028,LRRC14B,389257,protein_coding
ENST00000505971,ENSG00000038382,TRIO,7204,retained_intron
ENST00000502816,ENSG00000038382,TRIO,7204,retained_intron
ENST00000344204,ENSG00000038382,TRIO,7204,protein_coding
ENST00000512070,ENSG00000038382,TRIO,7204,nonsense_mediated_decay
ENST00000509967,ENSG00000038382,TRIO,7204,protein_coding
ENST00000504606,ENSG00000038382,TRIO,7204,retained_intron
ENST00000513206,ENSG00000038382,TRIO,7204,protein_coding
ENST00000515144,ENSG00000038382,TRIO,7204,retained_intron
ENST00000510757,ENSG00000038382,TRIO,7204,retained_intron
ENST00000502490,ENSG00000038382,TRIO,7204,retained_intron
ENST00000509354,ENSG00000038382,TRIO,7204,retained_intron
ENST00000512303,ENSG00000038382,TRIO,7204,retained_intron
ENST00000512979,ENSG00000038382,TRIO,7204,processed_transcript
ENST00000507714,ENSG00000038382,TRIO,7204,processed_transcript
ENST00000515710,ENSG00000038382,TRIO,7204,processed_transcript
ENST00000620511,ENSG00000038382,TRIO,7204,protein_coding
ENST00000506611,ENSG00000038382,TRIO,7204,retained_intron
ENST00000511019,ENSG00000038382,TRIO,7204,retained_intron
ENST00000510281,ENSG00000038382,TRIO,7204,retained_intron
ENST00000344135,ENSG00000038382,TRIO,7204,protein_coding
ENST00000503399,ENSG00000038382,TRIO,7204,retained_intron
ENST00000508343,ENSG00000038382,TRIO,7204,retained_intron
ENST00000508283,ENSG00000038382,TRIO,7204,retained_intron
ENST00000508717,ENSG00000038382,TRIO,7204,retained_intron
ENST00000627417,ENSG00000281325,AC016549.1,NA,protein_coding
ENST00000504595,ENSG00000183580,FBXL7,23194,protein_coding
ENST00000510662,ENSG00000183580,FBXL7,23194,protein_coding
ENST00000329673,ENSG00000183580,FBXL7,23194,protein_coding
ENST00000274203,ENSG00000145555,MYO10,4651,protein_coding
ENST00000513610,ENSG00000145555,MYO10,4651,protein_coding
ENST00000515803,ENSG00000145555,MYO10,4651,protein_coding
ENST00000505695,ENSG00000145555,MYO10,4651,protein_coding
ENST00000513882,ENSG00000145555,MYO10,4651,protein_coding
ENST00000506343,ENSG00000145555,MYO10,4651,processed_transcript
ENST00000512061,ENSG00000145555,MYO10,4651,processed_transcript
ENST00000510401,ENSG00000145555,MYO10,4651,processed_transcript
ENST00000508318,ENSG00000145555,MYO10,4651,retained_intron
ENST00000511972,ENSG00000145555,MYO10,4651,retained_intron
ENST00000502436,ENSG00000145555,MYO10,4651,protein_coding
ENST00000507288,ENSG00000145555,MYO10,4651,protein_coding
ENST00000342382,ENSG00000168724,DNAJC21,134218,protein_coding
ENST00000382021,ENSG00000168724,DNAJC21,134218,protein_coding
ENST00000514237,ENSG00000168724,DNAJC21,134218,processed_transcript
ENST00000512136,ENSG00000168724,DNAJC21,134218,processed_transcript
ENST00000506762,ENSG00000168724,DNAJC21,134218,retained_intron
ENST00000509626,ENSG00000168724,DNAJC21,134218,retained_intron
ENST00000502536,ENSG00000145623,OSMR,9180,protein_coding
ENST00000274276,ENSG00000145623,OSMR,9180,protein_coding
ENST00000513831,ENSG00000145623,OSMR,9180,protein_coding
ENST00000509237,ENSG00000145623,OSMR,9180,nonsense_mediated_decay
ENST00000508882,ENSG00000145623,OSMR,9180,nonsense_mediated_decay
ENST00000624753,ENSG00000279126,AC008810.1,NA,protein_coding
ENST00000274242,ENSG00000145592,RPL37,6167,protein_coding
ENST00000511787,ENSG00000145592,RPL37,6167,processed_transcript
ENST00000509877,ENSG00000145592,RPL37,6167,protein_coding
ENST00000507642,ENSG00000145592,RPL37,6167,processed_transcript
ENST00000504562,ENSG00000145592,RPL37,6167,processed_transcript
ENST00000508493,ENSG00000145592,RPL37,6167,protein_coding
ENST00000302005,ENSG00000169271,HSPB3,8988,protein_coding
ENST00000399503,ENSG00000095015,MAP3K1,4214,protein_coding
ENST00000469188,ENSG00000095015,MAP3K1,4214,retained_intron
ENST00000624505,ENSG00000280447,FKSG52,NA,protein_coding
ENST00000508162,ENSG00000186479,RGS7BP,401190,processed_transcript
ENST00000334025,ENSG00000186479,RGS7BP,401190,protein_coding
ENST00000505263,ENSG00000186479,RGS7BP,401190,retained_intron
ENST00000381070,ENSG00000153015,CWC27,10283,protein_coding
ENST00000508024,ENSG00000153015,CWC27,10283,protein_coding
ENST00000485990,ENSG00000153015,CWC27,10283,processed_transcript
ENST00000506168,ENSG00000153015,CWC27,10283,retained_intron
ENST00000545000,ENSG00000153015,CWC27,10283,processed_transcript
ENST00000274400,ENSG00000145736,GTF2H2,2966,protein_coding
ENST00000520085,ENSG00000145736,GTF2H2,2966,processed_transcript
ENST00000519783,ENSG00000145736,GTF2H2,2966,nonsense_mediated_decay
ENST00000330280,ENSG00000145736,GTF2H2,2966,protein_coding
ENST00000518898,ENSG00000145736,GTF2H2,2966,nonsense_mediated_decay
ENST00000517900,ENSG00000145736,GTF2H2,2966,protein_coding
ENST00000521942,ENSG00000145736,GTF2H2,2966,retained_intron
ENST00000522654,ENSG00000145736,GTF2H2,2966,retained_intron
ENST00000523003,ENSG00000145736,GTF2H2,2966,retained_intron
ENST00000521858,ENSG00000145736,GTF2H2,2966,retained_intron
ENST00000523693,ENSG00000145736,GTF2H2,2966,retained_intron
ENST00000508592,ENSG00000145736,GTF2H2,2966,retained_intron
ENST00000521602,ENSG00000145736,GTF2H2,2966,protein_coding
ENST00000518275,ENSG00000145736,GTF2H2,2966,processed_transcript
ENST00000296794,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000545377,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000513042,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000509848,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000437974,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000426542,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000510131,ENSG00000214944,ARHGEF28,64283,retained_intron
ENST00000296799,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000513841,ENSG00000214944,ARHGEF28,64283,processed_transcript
ENST00000506334,ENSG00000214944,ARHGEF28,64283,processed_transcript
ENST00000510312,ENSG00000214944,ARHGEF28,64283,retained_intron
ENST00000512883,ENSG00000214944,ARHGEF28,64283,protein_coding
ENST00000504003,ENSG00000214944,ARHGEF28,64283,retained_intron
ENST00000503341,ENSG00000214944,ARHGEF28,64283,retained_intron
ENST00000322348,ENSG00000176928,GCNT4,51301,protein_coding
ENST00000255189,ENSG00000132837,DMGDH,29958,protein_coding
ENST00000523732,ENSG00000132837,DMGDH,29958,protein_coding
ENST00000518477,ENSG00000132837,DMGDH,29958,nonsense_mediated_decay
ENST00000517853,ENSG00000132837,DMGDH,29958,nonsense_mediated_decay
ENST00000523201,ENSG00000132837,DMGDH,29958,processed_transcript
ENST00000521052,ENSG00000132837,DMGDH,29958,nonsense_mediated_decay
ENST00000524206,ENSG00000132837,DMGDH,29958,nonsense_mediated_decay
ENST00000520388,ENSG00000132837,DMGDH,29958,processed_transcript
ENST00000518707,ENSG00000132837,DMGDH,29958,processed_transcript
ENST00000520855,ENSG00000132837,DMGDH,29958,processed_transcript
ENST00000274353,ENSG00000145692,BHMT,635,protein_coding
ENST00000520335,ENSG00000145692,BHMT,635,retained_intron
ENST00000520703,ENSG00000145692,BHMT,635,retained_intron
ENST00000524080,ENSG00000145692,BHMT,635,protein_coding
ENST00000523508,ENSG00000145692,BHMT,635,retained_intron
ENST00000521279,ENSG00000145692,BHMT,635,retained_intron
ENST00000508842,ENSG00000164199,GPR98,84059,protein_coding
ENST00000405460,ENSG00000164199,GPR98,84059,protein_coding
ENST00000504142,ENSG00000164199,GPR98,84059,protein_coding
ENST00000512205,ENSG00000164199,GPR98,84059,processed_transcript
ENST00000450321,ENSG00000164199,GPR98,84059,processed_transcript
ENST00000509621,ENSG00000164199,GPR98,84059,protein_coding
ENST00000425867,ENSG00000164199,GPR98,84059,protein_coding
ENST00000507314,ENSG00000164199,GPR98,84059,processed_transcript
ENST00000513828,ENSG00000164199,GPR98,84059,retained_intron
ENST00000505845,ENSG00000164199,GPR98,84059,processed_transcript
ENST00000503852,ENSG00000164199,GPR98,84059,retained_intron
ENST00000265138,ENSG00000113369,ARRDC3,57561,protein_coding
ENST00000511391,ENSG00000113369,ARRDC3,57561,retained_intron
ENST00000505631,ENSG00000113369,ARRDC3,57561,retained_intron
ENST00000514284,ENSG00000113369,ARRDC3,57561,processed_transcript
ENST00000508948,ENSG00000113369,ARRDC3,57561,processed_transcript
ENST00000503192,ENSG00000113369,ARRDC3,57561,processed_transcript
ENST00000507075,ENSG00000113369,ARRDC3,57561,retained_intron
ENST00000437043,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000510373,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000513084,ENSG00000164308,ERAP2,64167,nonsense_mediated_decay
ENST00000379904,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000510309,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000507346,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000508077,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000515095,ENSG00000164308,ERAP2,64167,processed_transcript
ENST00000515387,ENSG00000164308,ERAP2,64167,retained_intron
ENST00000513368,ENSG00000164308,ERAP2,64167,retained_intron
ENST00000512869,ENSG00000164308,ERAP2,64167,protein_coding
ENST00000624710,ENSG00000279232,DKFZp434P228,NA,protein_coding
ENST00000312637,ENSG00000174132,FAM174A,345757,protein_coding
ENST00000509040,ENSG00000174132,FAM174A,345757,processed_transcript
ENST00000505792,ENSG00000174132,FAM174A,345757,processed_transcript
ENST00000333274,ENSG00000184349,EFNA5,1946,protein_coding
ENST00000611503,ENSG00000184349,EFNA5,1946,protein_coding
ENST00000510359,ENSG00000184349,EFNA5,1946,processed_transcript
ENST00000509503,ENSG00000184349,EFNA5,1946,protein_coding
ENST00000504941,ENSG00000184349,EFNA5,1946,retained_intron
ENST00000505499,ENSG00000184349,EFNA5,1946,processed_transcript
ENST00000623778,ENSG00000280329,AC026449.1,NA,protein_coding
ENST00000504467,ENSG00000172901,AQPEP,206338,nonsense_mediated_decay
ENST00000357872,ENSG00000172901,AQPEP,206338,protein_coding
ENST00000395528,ENSG00000172901,AQPEP,206338,protein_coding
ENST00000514509,ENSG00000172901,AQPEP,206338,nonsense_mediated_decay
ENST00000503329,ENSG00000172901,AQPEP,206338,nonsense_mediated_decay
ENST00000512314,ENSG00000172901,AQPEP,206338,nonsense_mediated_decay
ENST00000503203,ENSG00000172901,AQPEP,206338,processed_transcript
ENST00000515454,ENSG00000172901,AQPEP,206338,processed_transcript
ENST00000512413,ENSG00000172901,AQPEP,206338,retained_intron
ENST00000506279,ENSG00000172901,AQPEP,206338,retained_intron
ENST00000601302,ENSG00000268223,ARL14EPL,644100,protein_coding
ENST00000514194,ENSG00000066583,ISOC1,51015,protein_coding
ENST00000173527,ENSG00000066583,ISOC1,51015,protein_coding
ENST00000416135,ENSG00000113522,RAD50,10111,protein_coding
ENST00000533482,ENSG00000113522,RAD50,10111,nonsense_mediated_decay
ENST00000378823,ENSG00000113522,RAD50,10111,protein_coding
ENST00000453394,ENSG00000113522,RAD50,10111,protein_coding
ENST00000423956,ENSG00000113522,RAD50,10111,nonsense_mediated_decay
ENST00000487596,ENSG00000113522,RAD50,10111,retained_intron
ENST00000434288,ENSG00000113522,RAD50,10111,protein_coding
ENST00000496204,ENSG00000113522,RAD50,10111,processed_transcript
ENST00000455677,ENSG00000113522,RAD50,10111,protein_coding
ENST00000231449,ENSG00000113520,IL4,3565,protein_coding
ENST00000622422,ENSG00000113520,IL4,3565,protein_coding
ENST00000350025,ENSG00000113520,IL4,3565,protein_coding
ENST00000495905,ENSG00000113520,IL4,3565,processed_transcript
ENST00000296877,ENSG00000164406,LEAP2,116842,protein_coding
ENST00000483190,ENSG00000164406,LEAP2,116842,retained_intron
ENST00000485457,ENSG00000164406,LEAP2,116842,processed_transcript
ENST00000231512,ENSG00000113583,C5orf15,56951,protein_coding
ENST00000507191,ENSG00000113583,C5orf15,56951,processed_transcript
ENST00000509913,ENSG00000113583,C5orf15,56951,processed_transcript
ENST00000495672,ENSG00000164616,FBXL21,NA,processed_transcript
ENST00000620812,ENSG00000164616,FBXL21,NA,protein_coding
ENST00000475169,ENSG00000164616,FBXL21,NA,processed_transcript
ENST00000472159,ENSG00000164616,FBXL21,NA,processed_transcript
ENST00000467490,ENSG00000164616,FBXL21,NA,processed_transcript
ENST00000297158,ENSG00000164616,FBXL21,NA,polymorphic_pseudogene
ENST00000478939,ENSG00000164616,FBXL21,NA,retained_intron
ENST00000498734,ENSG00000164616,FBXL21,NA,processed_transcript
ENST00000033079,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000425075,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000420893,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000513640,ENSG00000031003,FAM13B,51306,retained_intron
ENST00000505281,ENSG00000031003,FAM13B,51306,retained_intron
ENST00000514310,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000502471,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000509596,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000508403,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000505961,ENSG00000031003,FAM13B,51306,protein_coding
ENST00000510804,ENSG00000031003,FAM13B,51306,retained_intron
ENST00000378339,ENSG00000132563,REEP2,51308,protein_coding
ENST00000254901,ENSG00000132563,REEP2,51308,protein_coding
ENST00000506158,ENSG00000132563,REEP2,51308,protein_coding
ENST00000464751,ENSG00000132563,REEP2,51308,processed_transcript
ENST00000503379,ENSG00000132563,REEP2,51308,retained_intron
ENST00000507511,ENSG00000132563,REEP2,51308,nonsense_mediated_decay
ENST00000510467,ENSG00000132563,REEP2,51308,retained_intron
ENST00000512126,ENSG00000132563,REEP2,51308,protein_coding
ENST00000613650,ENSG00000132563,REEP2,51308,protein_coding
ENST00000507635,ENSG00000132563,REEP2,51308,retained_intron
ENST00000504163,ENSG00000132563,REEP2,51308,retained_intron
ENST00000626887,ENSG00000281227,AC011380.1,NA,protein_coding
ENST00000506502,ENSG00000275740,RP11-449H3.3,NA,protein_coding
ENST00000265271,ENSG00000091009,RBM27,54439,protein_coding
ENST00000508019,ENSG00000091009,RBM27,54439,retained_intron
ENST00000230732,ENSG00000091010,POU4F3,5459,protein_coding
ENST00000616793,ENSG00000176049,JAKMIP2,9832,protein_coding
ENST00000507386,ENSG00000176049,JAKMIP2,9832,protein_coding
ENST00000265272,ENSG00000176049,JAKMIP2,9832,protein_coding
ENST00000333010,ENSG00000176049,JAKMIP2,9832,protein_coding
ENST00000504845,ENSG00000176049,JAKMIP2,9832,retained_intron
ENST00000507343,ENSG00000176049,JAKMIP2,9832,retained_intron
ENST00000296695,ENSG00000164266,SPINK1,6690,protein_coding
ENST00000505722,ENSG00000164266,SPINK1,6690,retained_intron
ENST00000510027,ENSG00000164266,SPINK1,6690,protein_coding
ENST00000518814,ENSG00000127743,IL17B,27190,processed_transcript
ENST00000261796,ENSG00000127743,IL17B,27190,protein_coding
ENST00000505432,ENSG00000127743,IL17B,27190,processed_transcript
ENST00000348628,ENSG00000070808,CAMK2A,815,protein_coding
ENST00000351010,ENSG00000070808,CAMK2A,815,processed_transcript
ENST00000398376,ENSG00000070808,CAMK2A,815,protein_coding
ENST00000508662,ENSG00000070808,CAMK2A,815,retained_intron
ENST00000515758,ENSG00000070808,CAMK2A,815,protein_coding
ENST00000510347,ENSG00000070808,CAMK2A,815,protein_coding
ENST00000507995,ENSG00000070808,CAMK2A,815,processed_transcript
ENST00000624359,ENSG00000279109,AC008641.1,NA,protein_coding
ENST00000523519,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000520578,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000394123,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000522761,ENSG00000145907,G3BP1,10146,nonsense_mediated_decay
ENST00000356245,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000518726,ENSG00000145907,G3BP1,10146,retained_intron
ENST00000519832,ENSG00000145907,G3BP1,10146,retained_intron
ENST00000507878,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000517947,ENSG00000145907,G3BP1,10146,nonsense_mediated_decay
ENST00000522367,ENSG00000145907,G3BP1,10146,nonsense_mediated_decay
ENST00000520177,ENSG00000145907,G3BP1,10146,nonsense_mediated_decay
ENST00000520006,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000522666,ENSG00000145907,G3BP1,10146,nonsense_mediated_decay
ENST00000627077,ENSG00000145907,G3BP1,10146,protein_coding
ENST00000624963,ENSG00000279646,AC016577.1,NA,protein_coding
ENST00000393975,ENSG00000145861,C1QTNF2,114898,protein_coding
ENST00000338333,ENSG00000188573,FBLL1,345630,protein_coding
ENST00000239231,ENSG00000120137,PANK3,79646,protein_coding
ENST00000520504,ENSG00000120137,PANK3,79646,processed_transcript
ENST00000522176,ENSG00000120137,PANK3,79646,protein_coding
ENST00000310032,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000298564,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000514705,ENSG00000048140,TSPAN17,26262,retained_intron
ENST00000503030,ENSG00000048140,TSPAN17,26262,nonsense_mediated_decay
ENST00000508164,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000504168,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000503045,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000515708,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000507471,ENSG00000048140,TSPAN17,26262,protein_coding
ENST00000452135,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000393360,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000455781,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000343111,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000347470,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000520212,ENSG00000050748,MAPK9,5601,retained_intron
ENST00000397072,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000393362,ENSG00000050748,MAPK9,5601,nonsense_mediated_decay
ENST00000524170,ENSG00000050748,MAPK9,5601,processed_transcript
ENST00000425491,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000539014,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000523135,ENSG00000050748,MAPK9,5601,processed_transcript
ENST00000523583,ENSG00000050748,MAPK9,5601,protein_coding
ENST00000380520,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000380524,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000380529,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000380539,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000380546,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000335686,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000616722,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000612421,ENSG00000124570,SERPINB6,5269,protein_coding
ENST00000426637,ENSG00000124588,NQO2,4835,protein_coding
ENST00000380472,ENSG00000124588,NQO2,4835,protein_coding
ENST00000397717,ENSG00000124588,NQO2,4835,protein_coding
